,상권_코드,기준_분기_코드,분기당_매출_금액,총_생활인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균
4641,2120066,3,1085865579,1469552.0,HH,정체,144.0,58.0
4642,2120066,4,1153244926,1503746.0,HH,정체,146.0,59.0
4643,2120067,1,1073825447,1468181.0,LL,다이나믹,108.0,49.0
4644,2120067,2,1131265864,1473210.0,LL,다이나믹,109.0,49.0
4645,2120067,3,1187921559,1628525.0,LL,다이나믹,111.0,49.0
4646,2120067,4,1437215132,1663712.0,LL,다이나믹,112.0,50.0
4647,2120068,1,379041864,254409.0,HH,정체,129.0,56.0
4648,2120068,2,447484157,249797.0,HH,정체,129.0,57.0
4649,2120068,3,422443800,267419.0,HH,정체,129.0,57.0
4650,2120068,4,492076008,284269.0,HH,정체,129.0,58.0
4651,2120069,1,1225210884,1436903.0,LL,다이나믹,105.0,50.0
4652,2120069,2,1330372658,1405636.0,LL,다이나믹,106.0,51.0
4653,2120069,3,1264008495,1490309.0,LL,다이나믹,107.0,51.0
4654,2120069,4,1346814815,1586209.0,LL,다이나믹,107.0,51.0
4655,2120070,1,525982807,467231.0,HH,정체,127.0,66.0
4656,2120070,2,518859475,463424.0,HH,정체,128.0,67.0
4657,2120070,3,502312377,438477.0,HH,정체,129.0,67.0
4658,2120070,4,510383449,450771.0,HH,정체,130.0,67.0
4659,2120071,1,272291418,552741.0,HL,상권축소,115.0,45.0
4660,2120071,2,296742746,552994.0,HL,상권축소,117.0,46.0
4661,2120071,3,297266656,513959.0,HL,상권축소,118.0,46.0
4662,2120071,4,324630679,524525.0,LL,다이나믹,117.0,46.0
4663,2120072,1,1015623295,3160271.0,LL,다이나믹,107.0,52.0
4664,2120072,2,1180084594,3178909.0,LL,다이나믹,106.0,52.0
4665,2120072,3,1072688538,2472548.0,LL,다이나믹,108.0,52.0
4666,2120072,4,1224991702,2666022.0,LL,다이나믹,109.0,52.0
4667,2120073,1,312010161,162836.0,LH,상권확장,108.0,55.0
4668,2120073,2,474828965,164322.0,LH,상권확장,110.0,55.0
4669,2120073,3,413902656,142439.0,LH,상권확장,111.0,56.0
4670,2120073,4,433864935,154882.0,LH,상권확장,110.0,56.0
4671,2120074,1,233386692,255447.0,LL,다이나믹,111.0,49.0
4672,2120074,2,306633216,270550.0,LL,다이나믹,113.0,50.0
4673,2120074,3,281310583,322516.0,LL,다이나믹,108.0,50.0
4674,2120074,4,299804160,390444.0,LL,다이나믹,110.0,50.0
4675,2120075,1,289531483,506811.0,LL,다이나믹,115.0,54.0
4676,2120075,2,353061111,505072.0,HL,상권축소,116.0,54.0
4677,2120075,3,325026418,516733.0,HL,상권축소,118.0,54.0
4678,2120075,4,415786705,557629.0,HL,상권축소,119.0,54.0
4679,2120076,1,2077111987,2879245.0,LL,다이나믹,112.0,49.0
4680,2120076,2,2407111734,2893939.0,LL,다이나믹,112.0,49.0
4681,2120076,3,2250080441,2900201.0,LL,다이나믹,114.0,50.0
4682,2120076,4,2519962615,3030656.0,LL,다이나믹,115.0,50.0
4683,2120077,1,418648173,924333.0,LL,다이나믹,104.0,50.0
4684,2120077,2,484776350,918081.0,LL,다이나믹,106.0,50.0
4685,2120077,3,516929953,892325.0,LL,다이나믹,107.0,50.0
4686,2120077,4,509836989,916203.0,LL,다이나믹,108.0,50.0
4687,2120078,1,812870943,708694.0,LL,다이나믹,98.0,52.0
4688,2120078,2,891543422,740371.0,LL,다이나믹,100.0,52.0
4689,2120078,3,747907086,738157.0,LL,다이나믹,102.0,53.0
4690,2120078,4,1302466001,768834.0,LL,다이나믹,103.0,53.0
4691,2120079,1,563941934,402684.0,HL,상권축소,118.0,53.0
4692,2120079,2,619402133,391283.0,HL,상권축소,118.0,54.0
4693,2120079,3,598116608,348012.0,HL,상권축소,120.0,54.0
4694,2120079,4,656309880,333463.0,HL,상권축소,123.0,54.0
4695,2120080,1,281629198,94558.0,HH,정체,125.0,60.0
4696,2120080,2,305790529,94230.0,HH,정체,125.0,60.0
4697,2120080,3,315999246,122561.0,HH,정체,126.0,61.0
4698,2120080,4,306370433,126526.0,HH,정체,128.0,61.0
4699,2120081,1,2023482879,3720453.0,LL,다이나믹,103.0,48.0
4700,2120081,2,2334437960,3772079.0,LL,다이나믹,104.0,49.0
4701,2120081,3,2172299785,3711543.0,LL,다이나믹,106.0,49.0
4702,2120081,4,2584460238,3913845.0,LL,다이나믹,107.0,49.0
4703,2120082,1,293408348,188124.0,HL,상권축소,122.0,47.0
4704,2120082,2,327976823,192439.0,HL,상권축소,122.0,48.0
4705,2120082,3,282393934,206885.0,HL,상권축소,125.0,49.0
4706,2120082,4,237858119,217943.0,HL,상권축소,125.0,49.0
4707,2120083,1,651855283,300651.0,LL,다이나믹,114.0,52.0
4708,2120083,2,714617298,293775.0,LL,다이나믹,116.0,52.0
4709,2120083,3,681650043,326330.0,HL,상권축소,118.0,53.0
4710,2120083,4,913490957,317156.0,HL,상권축소,119.0,53.0
4711,2120084,1,644737704,883580.0,LH,상권확장,112.0,57.0
4712,2120084,2,734658640,892796.0,LH,상권확장,113.0,57.0
4713,2120084,3,822967649,841098.0,LH,상권확장,116.0,57.0
4714,2120084,4,825147359,869985.0,LH,상권확장,116.0,58.0
4715,2120085,1,603073970,595387.0,LL,다이나믹,99.0,52.0
4716,2120085,2,691160130,600309.0,LL,다이나믹,99.0,52.0
4717,2120085,3,714988074,579608.0,LL,다이나믹,101.0,52.0
4718,2120085,4,686415780,549489.0,LL,다이나믹,102.0,52.0
4719,2120086,1,200053899,296592.0,LL,다이나믹,108.0,54.0
4720,2120086,2,235875608,304834.0,LL,다이나믹,109.0,54.0
4721,2120086,3,217957298,286371.0,LL,다이나믹,109.0,54.0
4722,2120086,4,247472689,308117.0,LL,다이나믹,109.0,55.0
4723,2120087,1,216711307,1107724.0,LL,다이나믹,104.0,52.0
4724,2120087,2,232094664,1077324.0,LL,다이나믹,104.0,53.0
4725,2120087,3,241910865,1111422.0,LL,다이나믹,106.0,53.0
4726,2120087,4,229137179,1016036.0,LL,다이나믹,107.0,53.0
4727,2120088,1,279724013,448725.0,LH,상권확장,113.0,55.0
4728,2120088,2,259316617,452744.0,LH,상권확장,114.0,56.0
4729,2120088,3,255317470,374434.0,LH,상권확장,117.0,56.0
4730,2120088,4,330703522,373762.0,LH,상권확장,116.0,56.0
4731,2120089,1,499272553,102125.0,LL,다이나믹,36.0,39.0
4732,2120089,2,465331416,98520.0,LL,다이나믹,37.0,38.0
4733,2120089,3,665716575,136407.0,LL,다이나믹,37.0,39.0
4734,2120089,4,692483365,157181.0,LL,다이나믹,35.0,39.0
4735,2120090,1,549618261,1810102.0,HH,정체,121.0,56.0
4736,2120090,2,617913988,1829450.0,HH,정체,122.0,56.0
4737,2120090,3,599265029,1804788.0,HH,정체,123.0,56.0
4738,2120090,4,584208421,1891478.0,HH,정체,126.0,57.0
4739,2120091,1,475173898,913712.0,HH,정체,119.0,55.0
4740,2120091,2,496542314,916756.0,HH,정체,121.0,55.0
4741,2120091,3,519463108,925599.0,HH,정체,122.0,56.0
4742,2120091,4,545402902,932714.0,HH,정체,123.0,56.0
4743,2120092,1,240658743,574794.0,LH,상권확장,111.0,57.0
4744,2120092,2,263564456,577979.0,LH,상권확장,113.0,56.0
4745,2120092,3,280245235,600823.0,LH,상권확장,116.0,57.0
4746,2120092,4,281891250,653766.0,LH,상권확장,117.0,57.0
4747,2120093,1,514881551,472487.0,LH,상권확장,103.0,55.0
4748,2120093,2,644577188,482913.0,LL,다이나믹,102.0,55.0
4749,2120093,3,605678791,440002.0,LL,다이나믹,103.0,55.0
4750,2120093,4,614589874,447018.0,LL,다이나믹,104.0,55.0
4751,2120094,1,1813900467,3917711.0,HL,상권축소,124.0,54.0
4752,2120094,2,2035413405,4408410.0,HL,상권축소,126.0,55.0
4753,2120094,3,1791890407,4212365.0,HL,상권축소,127.0,55.0
4754,2120094,4,2130493316,4622454.0,HL,상권축소,129.0,55.0
4755,2120095,1,599083788,791088.0,HH,정체,131.0,60.0
4756,2120095,2,565780534,795637.0,HH,정체,133.0,61.0
4757,2120095,3,525305492,867575.0,HH,정체,134.0,61.0
4758,2120095,4,537347520,916305.0,HH,정체,134.0,61.0
4759,2120096,1,409678841,837677.0,HL,상권축소,116.0,52.0
4760,2120096,2,467843588,897117.0,HL,상권축소,117.0,52.0
4761,2120096,3,432156792,936523.0,LL,다이나믹,117.0,52.0
4762,2120096,4,470943883,1070490.0,HL,상권축소,119.0,52.0
4763,2120097,1,284558542,400635.0,HH,정체,116.0,57.0
4764,2120097,2,326856782,408346.0,HH,정체,120.0,56.0
4765,2120097,3,243035768,343626.0,HH,정체,120.0,57.0
4766,2120097,4,326279322,343933.0,HH,정체,122.0,57.0
4767,2120098,1,1407812121,339490.0,LL,다이나믹,69.0,37.0
4768,2120098,2,1665639435,342629.0,LL,다이나믹,70.0,37.0
4769,2120098,3,1454648453,325668.0,LL,다이나믹,71.0,37.0
4770,2120098,4,1699153621,344687.0,LL,다이나믹,72.0,37.0
4771,2120099,1,144730071,6260.0,LL,다이나믹,96.0,50.0
4772,2120099,2,171576584,6661.0,LL,다이나믹,98.0,50.0
4773,2120099,3,166969486,5648.0,LL,다이나믹,102.0,50.0
4774,2120099,4,686849741,5338.0,LL,다이나믹,103.0,51.0
4775,2120100,1,419548872,614292.0,LL,다이나믹,100.0,52.0
4776,2120100,2,506201959,618024.0,LL,다이나믹,100.0,52.0
4777,2120100,3,493359067,603050.0,LL,다이나믹,101.0,51.0
4778,2120100,4,465156341,613223.0,LL,다이나믹,103.0,52.0
4779,2120101,1,952903420,1530774.0,LL,다이나믹,88.0,51.0
4780,2120101,2,1212608535,1540969.0,LL,다이나믹,90.0,51.0
4781,2120101,3,1063234775,1300375.0,LL,다이나믹,92.0,51.0
4782,2120101,4,1527581358,1419788.0,LL,다이나믹,92.0,52.0
4783,2120102,1,751670437,1946001.0,LL,다이나믹,106.0,51.0
4784,2120102,2,876135887,2025057.0,LL,다이나믹,106.0,51.0
4785,2120102,3,739156814,2238596.0,LL,다이나믹,107.0,52.0
4786,2120102,4,1000431556,2432354.0,LL,다이나믹,109.0,52.0
4787,2120103,1,2811067129,3300077.0,LL,다이나믹,85.0,45.0
4788,2120103,2,3429081330,3627868.0,LL,다이나믹,85.0,45.0
4789,2120103,3,3025389742,3096003.0,LL,다이나믹,86.0,46.0
4790,2120103,4,3819495914,3446374.0,LL,다이나믹,87.0,46.0
4791,2120104,1,1516186961,3752208.0,LL,다이나믹,76.0,47.0
4792,2120104,2,1849172065,3971312.0,LL,다이나믹,76.0,48.0
4793,2120104,3,1514197657,3813057.0,LL,다이나믹,77.0,48.0
4794,2120104,4,2206004588,3974770.0,LL,다이나믹,78.0,48.0
4795,2120105,1,454550682,716960.0,LL,다이나믹,71.0,43.0
4796,2120105,2,543234281,733610.0,LL,다이나믹,73.0,42.0
4797,2120105,3,462353681,604209.0,LL,다이나믹,73.0,42.0
4798,2120105,4,557841000,692016.0,LL,다이나믹,73.0,43.0
4799,2120106,1,473626472,1362115.0,HL,상권축소,121.0,50.0
4800,2120106,2,515146039,1376240.0,HL,상권축소,122.0,50.0
4801,2120106,3,531780246,1533853.0,HL,상권축소,124.0,51.0
4802,2120106,4,547236903,1606404.0,HL,상권축소,124.0,51.0
4803,2120107,1,1026544941,1588431.0,LL,다이나믹,108.0,53.0
4804,2120107,2,1245941305,1607824.0,LL,다이나믹,109.0,53.0
4805,2120107,3,1055600190,1703652.0,LL,다이나믹,111.0,54.0
4806,2120107,4,1006162381,1827995.0,LL,다이나믹,112.0,54.0
4807,2120108,1,721742814,844401.0,LL,다이나믹,115.0,53.0
4808,2120108,2,792941674,835044.0,LL,다이나믹,116.0,53.0
4809,2120108,3,786420067,841345.0,LL,다이나믹,117.0,54.0
4810,2120108,4,805201070,854244.0,LL,다이나믹,118.0,54.0
4811,2120109,1,265771302,602545.0,HL,상권축소,116.0,49.0
4812,2120109,2,298935069,570539.0,HL,상권축소,117.0,49.0
4813,2120109,3,301013910,562076.0,HL,상권축소,119.0,49.0
4814,2120109,4,311132722,583525.0,HL,상권축소,119.0,49.0
4815,2120110,1,790465510,957880.0,LL,다이나믹,112.0,47.0
4816,2120110,2,870159585,918967.0,LL,다이나믹,114.0,48.0
4817,2120110,3,859179219,913917.0,LL,다이나믹,116.0,48.0
4818,2120110,4,863070174,958915.0,LL,다이나믹,117.0,48.0
4819,2120111,1,502053877,738113.0,HL,상권축소,117.0,49.0
4820,2120111,2,485222214,725251.0,HL,상권축소,116.0,48.0
4821,2120111,3,523671253,730092.0,LL,다이나믹,117.0,49.0
4822,2120111,4,488200055,729787.0,LL,다이나믹,117.0,49.0
4823,2120112,1,808327728,1462090.0,LL,다이나믹,112.0,52.0
4824,2120112,2,968992220,1285676.0,LL,다이나믹,112.0,52.0
4825,2120112,3,886088746,1210214.0,LL,다이나믹,114.0,52.0
4826,2120112,4,803187355,1237486.0,LL,다이나믹,114.0,52.0
4827,2120113,1,884575171,1266841.0,LL,다이나믹,96.0,51.0
4828,2120113,2,967294832,1397495.0,LL,다이나믹,95.0,52.0
4829,2120113,3,889592477,1459544.0,LL,다이나믹,95.0,52.0
4830,2120113,4,905799971,1439126.0,LL,다이나믹,96.0,52.0
4831,2120114,1,1815772189,1428551.0,LL,다이나믹,102.0,51.0
4832,2120114,2,2100743033,1452327.0,LL,다이나믹,104.0,51.0
4833,2120114,3,2099838624,1502090.0,LL,다이나믹,106.0,51.0
4834,2120114,4,1516709817,1589832.0,LL,다이나믹,107.0,51.0
4835,2120115,1,187750721,20134.0,LL,다이나믹,88.0,51.0
4836,2120115,2,287873715,20153.0,LL,다이나믹,91.0,51.0
4837,2120115,3,128348586,15067.0,LL,다이나믹,95.0,51.0
4838,2120115,4,190228277,15294.0,LL,다이나믹,98.0,51.0
4839,2120116,1,240987573,181469.0,HH,정체,133.0,58.0
4840,2120116,2,281844994,179642.0,HH,정체,137.0,58.0
4841,2120116,3,260688254,178263.0,HH,정체,138.0,58.0
4842,2120116,4,322135816,189631.0,HH,정체,138.0,58.0
4843,2120117,1,398908717,10565.0,HH,정체,149.0,85.0
4844,2120117,2,409133663,8532.0,HH,정체,151.0,86.0
4845,2120117,3,487142066,8031.0,HH,정체,154.0,86.0
4846,2120117,4,384279494,8009.0,HH,정체,156.0,87.0
4847,2120118,1,2535963208,59205.0,LL,다이나믹,20.0,23.0
4848,2120118,2,2699164955,72103.0,LL,다이나믹,20.0,22.0
4849,2120118,3,2654145991,76013.0,LL,다이나믹,21.0,22.0
4850,2120118,4,2610923476,83272.0,LL,다이나믹,22.0,22.0
4851,2120119,1,1184172065,431603.0,LL,다이나믹,49.0,41.0
4852,2120119,2,1433281318,506435.0,LL,다이나믹,49.0,40.0
4853,2120119,3,1289093071,579691.0,LL,다이나믹,50.0,40.0
4854,2120119,4,1396703709,767121.0,LL,다이나믹,51.0,40.0
4855,2120120,1,778208143,1139344.0,LL,다이나믹,102.0,53.0
4856,2120120,2,856326297,1105393.0,LL,다이나믹,103.0,53.0
4857,2120120,3,817506408,1209082.0,LL,다이나믹,104.0,54.0
4858,2120120,4,812351999,1193711.0,LL,다이나믹,105.0,54.0
4859,2120121,1,596926322,2318163.0,LL,다이나믹,99.0,48.0
4860,2120121,2,688927685,1980715.0,LL,다이나믹,100.0,48.0
4861,2120121,3,692870271,1774327.0,LL,다이나믹,101.0,49.0
4862,2120121,4,727014171,1794630.0,LL,다이나믹,103.0,48.0
4863,2120122,1,781501186,1383313.0,LL,다이나믹,108.0,47.0
4864,2120122,2,881414026,1364348.0,LL,다이나믹,107.0,47.0
4865,2120122,3,783302739,1456186.0,LL,다이나믹,108.0,47.0
4866,2120122,4,1007117101,1510001.0,LL,다이나믹,108.0,48.0
4867,2120123,1,433821586,406537.0,HH,정체,120.0,61.0
4868,2120123,2,469735151,411395.0,HH,정체,123.0,61.0
4869,2120123,3,516429991,428447.0,HH,정체,123.0,61.0
4870,2120123,4,566522858,447864.0,HH,정체,123.0,62.0
4871,2120124,1,490393842,806564.0,HL,상권축소,134.0,54.0
4872,2120124,2,525155498,801491.0,HL,상권축소,135.0,55.0
4873,2120124,3,530600490,823937.0,HL,상권축소,137.0,55.0
4874,2120124,4,485003242,781445.0,HL,상권축소,139.0,55.0
4875,2120125,1,5152435997,494012.0,HH,정체,139.0,60.0
4876,2120125,2,4875564550,529976.0,HH,정체,142.0,61.0
4877,2120125,3,5375972824,515381.0,HH,정체,145.0,61.0
4878,2120125,4,13827948529,527965.0,HH,정체,147.0,61.0
4879,2120126,1,236534954,239799.0,HL,상권축소,124.0,50.0
4880,2120126,2,255831781,254098.0,HL,상권축소,125.0,50.0
4881,2120126,3,291426398,187938.0,HL,상권축소,120.0,51.0
4882,2120126,4,311603876,184680.0,HL,상권축소,120.0,52.0
4883,2120127,1,464274659,670753.0,LL,다이나믹,110.0,47.0
4884,2120127,2,517638489,648844.0,LL,다이나믹,112.0,47.0
4885,2120127,3,535525064,700813.0,LL,다이나믹,114.0,48.0
4886,2120127,4,535955868,727614.0,LL,다이나믹,116.0,48.0
4887,2120128,1,1142712592,575731.0,LL,다이나믹,90.0,45.0
4888,2120128,2,1074558712,555448.0,LL,다이나믹,91.0,45.0
4889,2120128,3,882994321,522567.0,LL,다이나믹,94.0,45.0
4890,2120128,4,1209908982,498558.0,LL,다이나믹,96.0,46.0
4891,2120129,1,2046651385,864664.0,LL,다이나믹,93.0,46.0
4892,2120129,2,2542789767,884018.0,LL,다이나믹,95.0,46.0
4893,2120129,3,2321796160,874140.0,LL,다이나믹,97.0,46.0
4894,2120129,4,2606712867,933510.0,LL,다이나믹,98.0,47.0
4895,2120130,1,1100681474,1273238.0,LL,다이나믹,107.0,52.0
4896,2120130,2,1335909534,1310407.0,LL,다이나믹,109.0,52.0
4897,2120130,3,1076481982,1156243.0,LL,다이나믹,111.0,52.0
4898,2120130,4,1395330408,1224021.0,LL,다이나믹,113.0,53.0
4899,2120131,1,7989915930,1027887.0,LL,다이나믹,93.0,48.0
4900,2120131,2,7853789513,1072261.0,LL,다이나믹,95.0,48.0
4901,2120131,3,6197230929,1048722.0,LL,다이나믹,97.0,48.0
4902,2120131,4,9194883585,1125963.0,LL,다이나믹,98.0,48.0
4903,2120132,1,626270453,1110468.0,LL,다이나믹,107.0,51.0
4904,2120132,2,748881325,1112779.0,LL,다이나믹,108.0,52.0
4905,2120132,3,767368420,1130813.0,LL,다이나믹,109.0,52.0
4906,2120132,4,824213575,1175864.0,LL,다이나믹,111.0,52.0
4907,2120133,1,286077820,137855.0,LH,상권확장,115.0,56.0
4908,2120133,2,330649133,138290.0,HH,정체,117.0,57.0
4909,2120133,3,310896224,111475.0,HH,정체,119.0,56.0
4910,2120133,4,283205285,117823.0,HH,정체,123.0,57.0
4911,2120134,1,392251061,544278.0,HL,상권축소,136.0,49.0
4912,2120134,2,406481086,557407.0,HL,상권축소,137.0,49.0
4913,2120134,3,393027187,611584.0,HL,상권축소,138.0,50.0
4914,2120134,4,450770259,632021.0,HL,상권축소,139.0,50.0
4915,2120135,1,292761305,111016.0,LL,다이나믹,89.0,47.0
4916,2120135,2,387146711,113744.0,LL,다이나믹,88.0,49.0
4917,2120135,3,268360856,112111.0,LL,다이나믹,90.0,52.0
4918,2120135,4,285488513,114666.0,LL,다이나믹,97.0,52.0
4919,2120136,1,767137110,1665961.0,LL,다이나믹,109.0,50.0
4920,2120136,2,978996468,1682771.0,LL,다이나믹,111.0,50.0
4921,2120136,3,874406726,1792949.0,LL,다이나믹,112.0,51.0
4922,2120136,4,918480914,1919551.0,LL,다이나믹,112.0,51.0
4923,2120137,1,515103937,72529.0,LL,다이나믹,107.0,50.0
4924,2120137,2,642113598,73916.0,LL,다이나믹,111.0,50.0
4925,2120137,3,549648078,73358.0,LL,다이나믹,113.0,50.0
4926,2120137,4,634438985,73420.0,LL,다이나믹,115.0,50.0
4927,2120138,1,291021055,453693.0,LH,상권확장,103.0,57.0
4928,2120138,2,309511423,430365.0,LH,상권확장,102.0,57.0
4929,2120138,3,311108116,414383.0,LH,상권확장,103.0,57.0
4930,2120138,4,395244252,432983.0,LH,상권확장,103.0,57.0
4931,2120139,1,369857851,928833.0,HL,상권축소,128.0,51.0
4932,2120139,2,437713909,943447.0,HL,상권축소,129.0,52.0
4933,2120139,3,404222649,895341.0,HL,상권축소,132.0,52.0
4934,2120139,4,428560106,878590.0,HL,상권축소,134.0,52.0
4935,2120140,1,336618389,156304.0,LL,다이나믹,94.0,38.0
4936,2120140,2,383845156,159411.0,LL,다이나믹,95.0,38.0
4937,2120140,3,339250339,135789.0,LL,다이나믹,97.0,39.0
4938,2120140,4,389680827,136949.0,LL,다이나믹,100.0,39.0
4939,2120141,1,383343918,292720.0,HL,상권축소,116.0,51.0
4940,2120141,2,425709750,286360.0,HL,상권축소,119.0,50.0
4941,2120141,3,464934515,327439.0,HL,상권축소,120.0,50.0
4942,2120141,4,392063167,342719.0,HL,상권축소,123.0,51.0
4943,2120142,1,891058842,1159302.0,LL,다이나믹,96.0,47.0
4944,2120142,2,956305735,1234563.0,LL,다이나믹,96.0,47.0
4945,2120142,3,837451096,1243241.0,LL,다이나믹,97.0,47.0
4946,2120142,4,1112835143,1335371.0,LL,다이나믹,100.0,47.0
4947,2120143,1,1149101431,970387.0,LL,다이나믹,111.0,52.0
4948,2120143,2,1325918597,1018410.0,LL,다이나믹,111.0,52.0
4949,2120143,3,1186607837,887171.0,LL,다이나믹,113.0,52.0
4950,2120143,4,1424555351,989925.0,LL,다이나믹,114.0,52.0
4951,2120144,1,214387018,1410721.0,HH,정체,124.0,61.0
4952,2120144,2,239645406,1450061.0,HH,정체,122.0,61.0
4953,2120144,3,216454613,1578155.0,HH,정체,122.0,61.0
4954,2120144,4,225565582,1522755.0,HH,정체,121.0,61.0
4955,2120145,1,3531771920,2448630.0,HH,정체,118.0,56.0
4956,2120145,2,3826118567,2508905.0,HH,정체,119.0,56.0
4957,2120145,3,3708601987,2584697.0,HH,정체,121.0,56.0
4958,2120145,4,4424844688,2874221.0,HH,정체,123.0,57.0
4959,2120146,1,224366917,440204.0,HH,정체,148.0,64.0
4960,2120146,2,199484832,441077.0,HH,정체,150.0,64.0
4961,2120146,3,206452780,418056.0,HH,정체,152.0,64.0
4962,2120146,4,265034489,425951.0,HH,정체,152.0,64.0
4963,2120147,1,470239647,485554.0,HL,상권축소,126.0,53.0
4964,2120147,2,539616067,508514.0,HL,상권축소,127.0,53.0
4965,2120147,3,522043449,582429.0,HL,상권축소,129.0,54.0
4966,2120147,4,587316801,622309.0,HL,상권축소,130.0,54.0
4967,2120148,1,2664891136,390155.0,HL,상권축소,125.0,54.0
4968,2120148,2,3266301301,425457.0,HL,상권축소,126.0,54.0
4969,2120148,3,2560343573,386395.0,HL,상권축소,128.0,54.0
4970,2120148,4,2667048811,432260.0,HL,상권축소,129.0,55.0
4971,2120149,1,3925918324,1496797.0,HL,상권축소,119.0,53.0
4972,2120149,2,4743603572,1599016.0,HL,상권축소,120.0,53.0
4973,2120149,3,3655310376,1401797.0,HL,상권축소,121.0,53.0
4974,2120149,4,4790129363,1552127.0,HL,상권축소,123.0,54.0
4975,2120150,1,225727415,51244.0,HH,정체,131.0,55.0
4976,2120150,2,379810643,51528.0,HH,정체,132.0,56.0
4977,2120150,3,479026663,56004.0,HH,정체,138.0,55.0
4978,2120150,4,712208093,59668.0,HH,정체,142.0,55.0
4979,2120151,1,813241827,1335666.0,LH,상권확장,112.0,56.0
4980,2120151,2,943636426,1327293.0,LH,상권확장,114.0,56.0
4981,2120151,3,895418642,1195934.0,LH,상권확장,115.0,56.0
4982,2120151,4,1025869839,1142263.0,LH,상권확장,116.0,56.0
4983,2120152,1,626704458,807850.0,LL,다이나믹,111.0,52.0
4984,2120152,2,627791749,847470.0,LL,다이나믹,112.0,52.0
4985,2120152,3,589126409,720878.0,LL,다이나믹,116.0,53.0
4986,2120152,4,720569720,737816.0,LL,다이나믹,117.0,53.0
4987,2120153,1,1971190295,1212061.0,HH,정체,117.0,61.0
4988,2120153,2,2207324232,1312600.0,HH,정체,118.0,61.0
4989,2120153,3,2120466181,1311672.0,HH,정체,120.0,61.0
4990,2120153,4,1889842335,1380940.0,HH,정체,122.0,61.0
4991,2120154,1,219128894,431710.0,HH,정체,155.0,58.0
4992,2120154,2,249904589,426183.0,HH,정체,154.0,59.0
4993,2120154,3,272000365,417461.0,HH,정체,156.0,59.0
4994,2120154,4,252225293,425457.0,HH,정체,159.0,60.0
4995,2120155,1,48089480,286366.0,LL,다이나믹,102.0,49.0
4996,2120155,2,54837387,248934.0,LL,다이나믹,102.0,49.0
4997,2120155,3,51522993,232570.0,LL,다이나믹,106.0,49.0
4998,2120155,4,48991709,220466.0,LL,다이나믹,105.0,50.0
4999,2120156,1,1155840849,2544627.0,HL,상권축소,117.0,52.0
5000,2120156,2,1310130619,2717662.0,HL,상권축소,117.0,52.0
5001,2120156,3,1148736627,2629837.0,HL,상권축소,118.0,53.0
5002,2120156,4,1299270625,2759827.0,HL,상권축소,120.0,53.0
5003,2120157,1,1283543676,3035741.0,LL,다이나믹,112.0,50.0
5004,2120157,2,1424509165,3179082.0,LL,다이나믹,113.0,50.0
5005,2120157,3,1326659923,3081673.0,LL,다이나믹,113.0,50.0
5006,2120157,4,1845304212,3248346.0,LL,다이나믹,113.0,50.0
5007,2120158,1,374267756,873103.0,LL,다이나믹,115.0,51.0
5008,2120158,2,397830995,940850.0,LL,다이나믹,115.0,51.0
5009,2120158,3,397803050,735788.0,LL,다이나믹,117.0,52.0
5010,2120158,4,434793564,710530.0,HL,상권축소,119.0,51.0
5011,2120159,1,2570784615,2474129.0,LL,다이나믹,106.0,52.0
5012,2120159,2,3316237623,2547651.0,LL,다이나믹,109.0,52.0
5013,2120159,3,2676876367,2347122.0,LL,다이나믹,110.0,52.0
5014,2120159,4,3663326979,2469962.0,LL,다이나믹,111.0,52.0
5015,2120160,1,1105584126,1870316.0,LH,상권확장,108.0,55.0
5016,2120160,2,1454253433,1851489.0,LH,상권확장,108.0,56.0
5017,2120160,3,1090812911,1840348.0,LH,상권확장,109.0,56.0
5018,2120160,4,1665464958,1973484.0,LH,상권확장,111.0,56.0
5019,2120161,1,401221020,423008.0,HH,정체,129.0,63.0
5020,2120161,2,295829533,445368.0,HH,정체,126.0,64.0
5021,2120161,3,516272093,426860.0,HH,정체,129.0,64.0
5022,2120161,4,372160407,416058.0,HH,정체,131.0,64.0
5023,2120162,1,558982486,798354.0,HL,상권축소,137.0,49.0
5024,2120162,2,628816117,775622.0,HL,상권축소,139.0,49.0
5025,2120162,3,586452564,679539.0,HL,상권축소,142.0,49.0
5026,2120162,4,614720603,647221.0,HL,상권축소,142.0,50.0
5027,2120163,1,59434045,1036801.0,LL,다이나믹,91.0,48.0
5028,2120163,2,71054118,966760.0,LL,다이나믹,92.0,49.0
5029,2120163,3,67266216,1355238.0,LL,다이나믹,92.0,48.0
5030,2120163,4,79804887,1462708.0,LL,다이나믹,95.0,48.0
5031,2120164,1,1010969775,1051629.0,HH,정체,124.0,56.0
5032,2120164,2,1221094045,1152624.0,HH,정체,124.0,57.0
5033,2120164,3,1066723162,1141940.0,HH,정체,126.0,57.0
5034,2120164,4,1209393021,1196473.0,HH,정체,128.0,57.0
5035,2120165,1,994623648,780172.0,LL,다이나믹,115.0,51.0
5036,2120165,2,1207114891,769776.0,LL,다이나믹,115.0,52.0
5037,2120165,3,1093355401,869455.0,LL,다이나믹,115.0,52.0
5038,2120165,4,1059722269,867065.0,LL,다이나믹,114.0,53.0
5039,2120166,1,747099953,861267.0,HH,정체,127.0,55.0
5040,2120166,2,913325325,855012.0,HH,정체,129.0,55.0
